2026-05-05 05:37:13,116 [INFO] filter_nq_unknown: Resuming from state: last_processed_index=10207, evaluated=10208, known=208, unknown=10000/50000
2026-05-05 05:37:13,812 [INFO] filter_nq_unknown: Loading google-research-datasets/nq_open split=train ...
2026-05-05 05:37:16,814 [INFO] filter_nq_unknown: Shuffling dataset with seed=42 (deterministic) ...
2026-05-05 05:37:16,816 [INFO] filter_nq_unknown: Dataset size after shuffle: 87925 items
2026-05-05 05:37:18,608 [INFO] filter_nq_unknown: Loading tokenizer: Qwen/Qwen2.5-0.5B-Instruct
2026-05-05 05:37:19,603 [INFO] filter_nq_unknown: Loading model: Qwen/Qwen2.5-0.5B-Instruct  dtype=bfloat16  device=cuda
`torch_dtype` is deprecated! Use `dtype` instead!
2026-05-05 05:37:19,742 [WARNING] transformers.configuration_utils: `torch_dtype` is deprecated! Use `dtype` instead!
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
2026-05-05 05:37:21,073 [WARNING] transformers.generation.configuration_utils: The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
Processed 10240 | Known 208 | Unknown 10032/50000 | Failure rate: 98.0% | 8101.7 items/s
Processed 37056 | Known 775 | Unknown 36281/50000 | Failure rate: 97.9% | 65.6 items/s
Processed 37088 | Known 775 | Unknown 36313/50000 | Failure rate: 97.9% | 65.6 items/s
Processed 37120 | Known 775 | Unknown 36345/50000 | Failure rate: 97.9% | 65.6 items/s
Processed 37152 | Known 776 | Unknown 36376/50000 | Failure rate: 97.9% | 65.5 items/s
Processed 37184 | Known 777 | Unknown 36407/50000 | Failure rate: 97.9% | 65.5 items/s
Processed 37216 | Known 777 | Unknown 36439/50000 | Failure rate: 97.9% | 65.5 items/s
Processed 37248 | Known 777 | Unknown 36471/50000 | Failure rate: 97.9% | 65.5 items/s
Processed 37280 | Known 778 | Unknown 36502/50000 | Failure rate: 97.9% | 65.4 items/s
Processed 37312 | Known 779 | Unknown 36533/50000 | Failure rate: 97.9% | 65.4 items/s
Processed 37344 | Known 780 | Unknown 36564/50000 | Failure rate: 97.9% | 65.4 items/s
Processed 37376 | Known 780 | Unknown 36596/50000 | Failure rate: 97.9% | 65.4 items/s
Processed 37408 | Known 782 | Unknown 36626/50000 | Failure rate: 97.9% | 65.3 items/s
Processed 37440 | Known 782 | Unknown 36658/50000 | Failure rate: 97.9% | 65.3 items/s
Processed 37472 | Known 782 | Unknown 36690/50000 | Failure rate: 97.9% | 65.3 items/s
Processed 37504 | Known 782 | Unknown 36722/50000 | Failure rate: 97.9% | 65.3 items/s
Processed 37536 | Known 782 | Unknown 36754/50000 | Failure rate: 97.9% | 65.2 items/s
Processed 37568 | Known 785 | Unknown 36783/50000 | Failure rate: 97.9% | 65.2 items/s
Processed 37600 | Known 785 | Unknown 36815/50000 | Failure rate: 97.9% | 65.2 items/s
Processed 37632 | Known 786 | Unknown 36846/50000 | Failure rate: 97.9% | 65.2 items/s
Processed 37664 | Known 786 | Unknown 36878/50000 | Failure rate: 97.9% | 65.1 items/s
Processed 37696 | Known 786 | Unknown 36910/50000 | Failure rate: 97.9% | 65.1 items/s
Processed 37728 | Known 786 | Unknown 36942/50000 | Failure rate: 97.9% | 65.1 items/s
Processed 37760 | Known 786 | Unknown 36974/50000 | Failure rate: 97.9% | 65.1 items/s
Processed 37792 | Known 786 | Unknown 37006/50000 | Failure rate: 97.9% | 65.1 items/s
Processed 37824 | Known 786 | Unknown 37038/50000 | Failure rate: 97.9% | 65.1 items/s
Processed 37856 | Known 787 | Unknown 37069/50000 | Failure rate: 97.9% | 65.1 items/s
Processed 37888 | Known 789 | Unknown 37099/50000 | Failure rate: 97.9% | 65.0 items/s
Processed 37920 | Known 789 | Unknown 37131/50000 | Failure rate: 97.9% | 65.0 items/s
Processed 37952 | Known 790 | Unknown 37162/50000 | Failure rate: 97.9% | 65.0 items/s
Processed 37984 | Known 793 | Unknown 37191/50000 | Failure rate: 97.9% | 65.0 items/s
Processed 38016 | Known 794 | Unknown 37222/50000 | Failure rate: 97.9% | 65.0 items/s
Processed 38048 | Known 795 | Unknown 37253/50000 | Failure rate: 97.9% | 64.9 items/s
Processed 38080 | Known 795 | Unknown 37285/50000 | Failure rate: 97.9% | 64.9 items/s
Processed 38112 | Known 795 | Unknown 37317/50000 | Failure rate: 97.9% | 64.9 items/s
Processed 38144 | Known 796 | Unknown 37348/50000 | Failure rate: 97.9% | 64.9 items/s
Processed 38176 | Known 796 | Unknown 37380/50000 | Failure rate: 97.9% | 64.9 items/s
Processed 38208 | Known 796 | Unknown 37412/50000 | Failure rate: 97.9% | 64.8 items/s
Processed 38240 | Known 798 | Unknown 37442/50000 | Failure rate: 97.9% | 64.8 items/s
Processed 38272 | Known 798 | Unknown 37474/50000 | Failure rate: 97.9% | 64.8 items/s
Processed 38304 | Known 800 | Unknown 37504/50000 | Failure rate: 97.9% | 64.8 items/s
Processed 38336 | Known 801 | Unknown 37535/50000 | Failure rate: 97.9% | 64.7 items/s
Processed 38368 | Known 802 | Unknown 37566/50000 | Failure rate: 97.9% | 64.7 items/s
Processed 38400 | Known 802 | Unknown 37598/50000 | Failure rate: 97.9% | 64.7 items/s
Processed 38432 | Known 805 | Unknown 37627/50000 | Failure rate: 97.9% | 64.7 items/s
Processed 38464 | Known 806 | Unknown 37658/50000 | Failure rate: 97.9% | 64.6 items/s
Processed 38496 | Known 806 | Unknown 37690/50000 | Failure rate: 97.9% | 64.6 items/s
Processed 38528 | Known 806 | Unknown 37722/50000 | Failure rate: 97.9% | 64.6 items/s
Processed 38560 | Known 806 | Unknown 37754/50000 | Failure rate: 97.9% | 64.6 items/s
Processed 38592 | Known 807 | Unknown 37785/50000 | Failure rate: 97.9% | 64.6 items/s
Processed 38624 | Known 808 | Unknown 37816/50000 | Failure rate: 97.9% | 64.5 items/s
Processed 38656 | Known 808 | Unknown 37848/50000 | Failure rate: 97.9% | 64.5 items/s
Processed 38688 | Known 808 | Unknown 37880/50000 | Failure rate: 97.9% | 64.5 items/s
Processed 38720 | Known 808 | Unknown 37912/50000 | Failure rate: 97.9% | 64.5 items/s
Processed 38752 | Known 809 | Unknown 37943/50000 | Failure rate: 97.9% | 64.5 items/s
Processed 38784 | Known 809 | Unknown 37975/50000 | Failure rate: 97.9% | 64.4 items/s
Processed 38816 | Known 811 | Unknown 38005/50000 | Failure rate: 97.9% | 64.4 items/s
Processed 38848 | Known 811 | Unknown 38037/50000 | Failure rate: 97.9% | 64.4 items/s
Processed 38880 | Known 812 | Unknown 38068/50000 | Failure rate: 97.9% | 64.4 items/s
Processed 38912 | Known 814 | Unknown 38098/50000 | Failure rate: 97.9% | 64.4 items/s
Processed 38944 | Known 815 | Unknown 38129/50000 | Failure rate: 97.9% | 64.4 items/s
Processed 38976 | Known 815 | Unknown 38161/50000 | Failure rate: 97.9% | 64.3 items/s
Processed 39008 | Known 816 | Unknown 38192/50000 | Failure rate: 97.9% | 64.3 items/s
Processed 39040 | Known 817 | Unknown 38223/50000 | Failure rate: 97.9% | 64.3 items/s
Processed 39072 | Known 817 | Unknown 38255/50000 | Failure rate: 97.9% | 64.3 items/s
Processed 39104 | Known 818 | Unknown 38286/50000 | Failure rate: 97.9% | 64.3 items/s
Processed 39136 | Known 818 | Unknown 38318/50000 | Failure rate: 97.9% | 64.2 items/s
Processed 39168 | Known 819 | Unknown 38349/50000 | Failure rate: 97.9% | 64.2 items/s
Processed 39200 | Known 819 | Unknown 38381/50000 | Failure rate: 97.9% | 64.2 items/s
Processed 39232 | Known 820 | Unknown 38412/50000 | Failure rate: 97.9% | 64.2 items/s
Processed 39264 | Known 820 | Unknown 38444/50000 | Failure rate: 97.9% | 64.2 items/s
Processed 39296 | Known 821 | Unknown 38475/50000 | Failure rate: 97.9% | 64.2 items/s
Processed 39328 | Known 821 | Unknown 38507/50000 | Failure rate: 97.9% | 64.1 items/s
Processed 39360 | Known 822 | Unknown 38538/50000 | Failure rate: 97.9% | 64.1 items/s
Processed 39392 | Known 822 | Unknown 38570/50000 | Failure rate: 97.9% | 64.1 items/s
Processed 39424 | Known 822 | Unknown 38602/50000 | Failure rate: 97.9% | 64.1 items/s
Processed 39456 | Known 822 | Unknown 38634/50000 | Failure rate: 97.9% | 64.0 items/s
Processed 39488 | Known 822 | Unknown 38666/50000 | Failure rate: 97.9% | 64.0 items/s
Processed 39520 | Known 823 | Unknown 38697/50000 | Failure rate: 97.9% | 64.0 items/s
Processed 39552 | Known 824 | Unknown 38728/50000 | Failure rate: 97.9% | 64.0 items/s
Processed 39584 | Known 825 | Unknown 38759/50000 | Failure rate: 97.9% | 64.0 items/s
Processed 39616 | Known 827 | Unknown 38789/50000 | Failure rate: 97.9% | 64.0 items/s
Processed 39648 | Known 828 | Unknown 38820/50000 | Failure rate: 97.9% | 64.0 items/s
Processed 39680 | Known 829 | Unknown 38851/50000 | Failure rate: 97.9% | 64.0 items/s
Processed 39712 | Known 830 | Unknown 38882/50000 | Failure rate: 97.9% | 63.9 items/s
Processed 39744 | Known 830 | Unknown 38914/50000 | Failure rate: 97.9% | 63.9 items/s
Processed 39776 | Known 831 | Unknown 38945/50000 | Failure rate: 97.9% | 63.9 items/s
Processed 39808 | Known 832 | Unknown 38976/50000 | Failure rate: 97.9% | 63.9 items/s
Processed 39840 | Known 832 | Unknown 39008/50000 | Failure rate: 97.9% | 63.9 items/s
Processed 39872 | Known 833 | Unknown 39039/50000 | Failure rate: 97.9% | 63.8 items/s
Processed 39904 | Known 833 | Unknown 39071/50000 | Failure rate: 97.9% | 63.8 items/s
Processed 39936 | Known 834 | Unknown 39102/50000 | Failure rate: 97.9% | 63.8 items/s
Processed 39968 | Known 834 | Unknown 39134/50000 | Failure rate: 97.9% | 63.8 items/s
Processed 40000 | Known 835 | Unknown 39165/50000 | Failure rate: 97.9% | 63.8 items/s
Processed 40032 | Known 836 | Unknown 39196/50000 | Failure rate: 97.9% | 63.8 items/s
Processed 40064 | Known 837 | Unknown 39227/50000 | Failure rate: 97.9% | 63.7 items/s
Processed 40096 | Known 838 | Unknown 39258/50000 | Failure rate: 97.9% | 63.7 items/s
Processed 40128 | Known 838 | Unknown 39290/50000 | Failure rate: 97.9% | 63.7 items/s
Processed 40160 | Known 840 | Unknown 39320/50000 | Failure rate: 97.9% | 63.7 items/s
Processed 40192 | Known 841 | Unknown 39351/50000 | Failure rate: 97.9% | 63.7 items/s
Processed 40224 | Known 841 | Unknown 39383/50000 | Failure rate: 97.9% | 63.7 items/s
Processed 40256 | Known 842 | Unknown 39414/50000 | Failure rate: 97.9% | 63.6 items/s
Processed 40288 | Known 842 | Unknown 39446/50000 | Failure rate: 97.9% | 63.6 items/s
Processed 40320 | Known 842 | Unknown 39478/50000 | Failure rate: 97.9% | 63.6 items/s
Processed 40352 | Known 842 | Unknown 39510/50000 | Failure rate: 97.9% | 63.6 items/s
Processed 40384 | Known 842 | Unknown 39542/50000 | Failure rate: 97.9% | 63.6 items/s
Processed 40416 | Known 842 | Unknown 39574/50000 | Failure rate: 97.9% | 63.6 items/s
Processed 40448 | Known 842 | Unknown 39606/50000 | Failure rate: 97.9% | 63.5 items/s
Processed 40480 | Known 843 | Unknown 39637/50000 | Failure rate: 97.9% | 63.5 items/s
Processed 40512 | Known 844 | Unknown 39668/50000 | Failure rate: 97.9% | 63.5 items/s
Processed 40544 | Known 845 | Unknown 39699/50000 | Failure rate: 97.9% | 63.5 items/s
Processed 40576 | Known 846 | Unknown 39730/50000 | Failure rate: 97.9% | 63.5 items/s
Processed 40608 | Known 847 | Unknown 39761/50000 | Failure rate: 97.9% | 63.5 items/s
Processed 40640 | Known 847 | Unknown 39793/50000 | Failure rate: 97.9% | 63.5 items/s
Processed 40672 | Known 849 | Unknown 39823/50000 | Failure rate: 97.9% | 63.4 items/s
Processed 40704 | Known 849 | Unknown 39855/50000 | Failure rate: 97.9% | 63.4 items/s
Processed 40736 | Known 849 | Unknown 39887/50000 | Failure rate: 97.9% | 63.4 items/s
Processed 40768 | Known 849 | Unknown 39919/50000 | Failure rate: 97.9% | 63.4 items/s
Processed 40800 | Known 849 | Unknown 39951/50000 | Failure rate: 97.9% | 63.4 items/s
Processed 40832 | Known 852 | Unknown 39980/50000 | Failure rate: 97.9% | 63.3 items/s
Processed 40864 | Known 853 | Unknown 40011/50000 | Failure rate: 97.9% | 63.3 items/s
Processed 40896 | Known 853 | Unknown 40043/50000 | Failure rate: 97.9% | 63.3 items/s
Processed 40928 | Known 854 | Unknown 40074/50000 | Failure rate: 97.9% | 63.3 items/s
Processed 40960 | Known 854 | Unknown 40106/50000 | Failure rate: 97.9% | 63.3 items/s
Processed 40992 | Known 855 | Unknown 40137/50000 | Failure rate: 97.9% | 63.2 items/s
Processed 41024 | Known 856 | Unknown 40168/50000 | Failure rate: 97.9% | 63.2 items/s
Processed 41056 | Known 857 | Unknown 40199/50000 | Failure rate: 97.9% | 63.2 items/s
Processed 41088 | Known 858 | Unknown 40230/50000 | Failure rate: 97.9% | 63.2 items/s
Processed 41120 | Known 859 | Unknown 40261/50000 | Failure rate: 97.9% | 63.2 items/s
Processed 41152 | Known 859 | Unknown 40293/50000 | Failure rate: 97.9% | 63.1 items/s
Processed 41184 | Known 859 | Unknown 40325/50000 | Failure rate: 97.9% | 63.1 items/s
Processed 41216 | Known 859 | Unknown 40357/50000 | Failure rate: 97.9% | 63.1 items/s
Processed 41248 | Known 861 | Unknown 40387/50000 | Failure rate: 97.9% | 63.1 items/s
Processed 41280 | Known 864 | Unknown 40416/50000 | Failure rate: 97.9% | 63.1 items/s
Processed 41312 | Known 865 | Unknown 40447/50000 | Failure rate: 97.9% | 63.1 items/s
Processed 41344 | Known 865 | Unknown 40479/50000 | Failure rate: 97.9% | 63.1 items/s
Processed 41376 | Known 866 | Unknown 40510/50000 | Failure rate: 97.9% | 63.0 items/s
Processed 41408 | Known 866 | Unknown 40542/50000 | Failure rate: 97.9% | 63.0 items/s
Processed 41440 | Known 866 | Unknown 40574/50000 | Failure rate: 97.9% | 63.0 items/s
Processed 41472 | Known 866 | Unknown 40606/50000 | Failure rate: 97.9% | 63.0 items/s
Processed 41504 | Known 867 | Unknown 40637/50000 | Failure rate: 97.9% | 63.0 items/s
Processed 41536 | Known 868 | Unknown 40668/50000 | Failure rate: 97.9% | 62.9 items/s
Processed 41568 | Known 868 | Unknown 40700/50000 | Failure rate: 97.9% | 62.9 items/s
Processed 41600 | Known 870 | Unknown 40730/50000 | Failure rate: 97.9% | 62.9 items/s
Processed 41632 | Known 871 | Unknown 40761/50000 | Failure rate: 97.9% | 62.9 items/s
Processed 41664 | Known 872 | Unknown 40792/50000 | Failure rate: 97.9% | 62.9 items/s
Processed 41696 | Known 872 | Unknown 40824/50000 | Failure rate: 97.9% | 62.8 items/s
Processed 41728 | Known 872 | Unknown 40856/50000 | Failure rate: 97.9% | 62.8 items/s
Processed 41760 | Known 874 | Unknown 40886/50000 | Failure rate: 97.9% | 62.8 items/s
Processed 41792 | Known 874 | Unknown 40918/50000 | Failure rate: 97.9% | 62.8 items/s
Processed 41824 | Known 874 | Unknown 40950/50000 | Failure rate: 97.9% | 62.8 items/s
Processed 41856 | Known 875 | Unknown 40981/50000 | Failure rate: 97.9% | 62.8 items/s
Processed 41888 | Known 875 | Unknown 41013/50000 | Failure rate: 97.9% | 62.7 items/s
Processed 41920 | Known 875 | Unknown 41045/50000 | Failure rate: 97.9% | 62.7 items/s
Processed 41952 | Known 876 | Unknown 41076/50000 | Failure rate: 97.9% | 62.7 items/s
Processed 41984 | Known 876 | Unknown 41108/50000 | Failure rate: 97.9% | 62.7 items/s
Processed 42016 | Known 876 | Unknown 41140/50000 | Failure rate: 97.9% | 62.7 items/s
Processed 42048 | Known 876 | Unknown 41172/50000 | Failure rate: 97.9% | 62.7 items/s
Processed 42080 | Known 877 | Unknown 41203/50000 | Failure rate: 97.9% | 62.7 items/s
Processed 42112 | Known 879 | Unknown 41233/50000 | Failure rate: 97.9% | 62.6 items/s
Processed 42144 | Known 880 | Unknown 41264/50000 | Failure rate: 97.9% | 62.6 items/s
Processed 42176 | Known 881 | Unknown 41295/50000 | Failure rate: 97.9% | 62.6 items/s
Processed 42208 | Known 882 | Unknown 41326/50000 | Failure rate: 97.9% | 62.6 items/s
Processed 42240 | Known 884 | Unknown 41356/50000 | Failure rate: 97.9% | 62.6 items/s
Processed 42272 | Known 885 | Unknown 41387/50000 | Failure rate: 97.9% | 62.6 items/s
Processed 42304 | Known 885 | Unknown 41419/50000 | Failure rate: 97.9% | 62.6 items/s
Processed 42336 | Known 885 | Unknown 41451/50000 | Failure rate: 97.9% | 62.5 items/s
Processed 42368 | Known 886 | Unknown 41482/50000 | Failure rate: 97.9% | 62.5 items/s
Processed 42400 | Known 886 | Unknown 41514/50000 | Failure rate: 97.9% | 62.5 items/s
Processed 42432 | Known 887 | Unknown 41545/50000 | Failure rate: 97.9% | 62.5 items/s
Processed 42464 | Known 887 | Unknown 41577/50000 | Failure rate: 97.9% | 62.5 items/s
Processed 42496 | Known 888 | Unknown 41608/50000 | Failure rate: 97.9% | 62.4 items/s
Processed 42528 | Known 888 | Unknown 41640/50000 | Failure rate: 97.9% | 62.4 items/s
Processed 42560 | Known 890 | Unknown 41670/50000 | Failure rate: 97.9% | 62.4 items/s
Processed 42592 | Known 891 | Unknown 41701/50000 | Failure rate: 97.9% | 62.4 items/s
Processed 42624 | Known 892 | Unknown 41732/50000 | Failure rate: 97.9% | 62.4 items/s
Processed 42656 | Known 892 | Unknown 41764/50000 | Failure rate: 97.9% | 62.3 items/s
Processed 42688 | Known 892 | Unknown 41796/50000 | Failure rate: 97.9% | 62.3 items/s
Processed 42720 | Known 892 | Unknown 41828/50000 | Failure rate: 97.9% | 62.3 items/s
Processed 42752 | Known 892 | Unknown 41860/50000 | Failure rate: 97.9% | 62.3 items/s
Processed 42784 | Known 892 | Unknown 41892/50000 | Failure rate: 97.9% | 62.3 items/s
Processed 42816 | Known 892 | Unknown 41924/50000 | Failure rate: 97.9% | 62.3 items/s
Processed 42848 | Known 892 | Unknown 41956/50000 | Failure rate: 97.9% | 62.3 items/s
Processed 42880 | Known 893 | Unknown 41987/50000 | Failure rate: 97.9% | 62.3 items/s
Processed 42912 | Known 894 | Unknown 42018/50000 | Failure rate: 97.9% | 62.2 items/s
Processed 42944 | Known 896 | Unknown 42048/50000 | Failure rate: 97.9% | 62.2 items/s
Processed 42976 | Known 897 | Unknown 42079/50000 | Failure rate: 97.9% | 62.2 items/s
Processed 43008 | Known 897 | Unknown 42111/50000 | Failure rate: 97.9% | 62.2 items/s
Processed 43040 | Known 897 | Unknown 42143/50000 | Failure rate: 97.9% | 62.2 items/s
Processed 43072 | Known 897 | Unknown 42175/50000 | Failure rate: 97.9% | 62.2 items/s
Processed 43104 | Known 898 | Unknown 42206/50000 | Failure rate: 97.9% | 62.1 items/s
Processed 43136 | Known 899 | Unknown 42237/50000 | Failure rate: 97.9% | 62.1 items/s
Processed 43168 | Known 899 | Unknown 42269/50000 | Failure rate: 97.9% | 62.1 items/s
Processed 43200 | Known 900 | Unknown 42300/50000 | Failure rate: 97.9% | 62.1 items/s
Processed 43232 | Known 900 | Unknown 42332/50000 | Failure rate: 97.9% | 62.1 items/s
Processed 43264 | Known 900 | Unknown 42364/50000 | Failure rate: 97.9% | 62.1 items/s
Processed 43296 | Known 901 | Unknown 42395/50000 | Failure rate: 97.9% | 62.1 items/s
Processed 43328 | Known 901 | Unknown 42427/50000 | Failure rate: 97.9% | 62.1 items/s
Processed 43360 | Known 901 | Unknown 42459/50000 | Failure rate: 97.9% | 62.0 items/s
Processed 43392 | Known 901 | Unknown 42491/50000 | Failure rate: 97.9% | 62.0 items/s
Processed 43424 | Known 901 | Unknown 42523/50000 | Failure rate: 97.9% | 62.0 items/s
Processed 43456 | Known 902 | Unknown 42554/50000 | Failure rate: 97.9% | 62.0 items/s
Processed 43488 | Known 903 | Unknown 42585/50000 | Failure rate: 97.9% | 62.0 items/s
Processed 43520 | Known 903 | Unknown 42617/50000 | Failure rate: 97.9% | 62.0 items/s
Processed 43552 | Known 903 | Unknown 42649/50000 | Failure rate: 97.9% | 62.0 items/s
Processed 43584 | Known 904 | Unknown 42680/50000 | Failure rate: 97.9% | 62.0 items/s
Processed 43616 | Known 907 | Unknown 42709/50000 | Failure rate: 97.9% | 61.9 items/s
Processed 43648 | Known 908 | Unknown 42740/50000 | Failure rate: 97.9% | 61.9 items/s
Processed 43680 | Known 908 | Unknown 42772/50000 | Failure rate: 97.9% | 61.9 items/s
Processed 43712 | Known 908 | Unknown 42804/50000 | Failure rate: 97.9% | 61.9 items/s
Processed 43744 | Known 909 | Unknown 42835/50000 | Failure rate: 97.9% | 61.9 items/s
Processed 43776 | Known 909 | Unknown 42867/50000 | Failure rate: 97.9% | 61.9 items/s
Processed 43808 | Known 909 | Unknown 42899/50000 | Failure rate: 97.9% | 61.9 items/s
Processed 43840 | Known 910 | Unknown 42930/50000 | Failure rate: 97.9% | 61.8 items/s
Processed 43872 | Known 910 | Unknown 42962/50000 | Failure rate: 97.9% | 61.8 items/s
Processed 43904 | Known 911 | Unknown 42993/50000 | Failure rate: 97.9% | 61.8 items/s
Processed 43936 | Known 912 | Unknown 43024/50000 | Failure rate: 97.9% | 61.8 items/s
Processed 43968 | Known 912 | Unknown 43056/50000 | Failure rate: 97.9% | 61.8 items/s
Processed 44000 | Known 912 | Unknown 43088/50000 | Failure rate: 97.9% | 61.8 items/s
Processed 44032 | Known 912 | Unknown 43120/50000 | Failure rate: 97.9% | 61.7 items/s
Processed 44064 | Known 916 | Unknown 43148/50000 | Failure rate: 97.9% | 61.7 items/s
Processed 44096 | Known 917 | Unknown 43179/50000 | Failure rate: 97.9% | 61.7 items/s
Processed 44128 | Known 917 | Unknown 43211/50000 | Failure rate: 97.9% | 61.7 items/s
Processed 44160 | Known 917 | Unknown 43243/50000 | Failure rate: 97.9% | 61.7 items/s
Processed 44192 | Known 917 | Unknown 43275/50000 | Failure rate: 97.9% | 61.7 items/s
Processed 44224 | Known 917 | Unknown 43307/50000 | Failure rate: 97.9% | 61.7 items/s
Processed 44256 | Known 919 | Unknown 43337/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44288 | Known 920 | Unknown 43368/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44320 | Known 921 | Unknown 43399/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44352 | Known 921 | Unknown 43431/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44384 | Known 921 | Unknown 43463/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44416 | Known 924 | Unknown 43492/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44448 | Known 924 | Unknown 43524/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44480 | Known 924 | Unknown 43556/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44512 | Known 924 | Unknown 43588/50000 | Failure rate: 97.9% | 61.6 items/s
Processed 44544 | Known 924 | Unknown 43620/50000 | Failure rate: 97.9% | 61.5 items/s
Processed 44576 | Known 924 | Unknown 43652/50000 | Failure rate: 97.9% | 61.5 items/s
Processed 44608 | Known 924 | Unknown 43684/50000 | Failure rate: 97.9% | 61.5 items/s
Processed 44640 | Known 925 | Unknown 43715/50000 | Failure rate: 97.9% | 61.5 items/s
Processed 44672 | Known 926 | Unknown 43746/50000 | Failure rate: 97.9% | 61.5 items/s
Processed 44704 | Known 927 | Unknown 43777/50000 | Failure rate: 97.9% | 61.5 items/s
Processed 44736 | Known 928 | Unknown 43808/50000 | Failure rate: 97.9% | 61.5 items/s
Processed 44768 | Known 930 | Unknown 43838/50000 | Failure rate: 97.9% | 61.4 items/s
Processed 44800 | Known 931 | Unknown 43869/50000 | Failure rate: 97.9% | 61.4 items/s
Processed 44832 | Known 931 | Unknown 43901/50000 | Failure rate: 97.9% | 61.4 items/s
Processed 44864 | Known 931 | Unknown 43933/50000 | Failure rate: 97.9% | 61.4 items/s
Processed 44896 | Known 931 | Unknown 43965/50000 | Failure rate: 97.9% | 61.4 items/s
Processed 44928 | Known 931 | Unknown 43997/50000 | Failure rate: 97.9% | 61.4 items/s
Processed 44960 | Known 931 | Unknown 44029/50000 | Failure rate: 97.9% | 61.4 items/s
Processed 44992 | Known 931 | Unknown 44061/50000 | Failure rate: 97.9% | 61.4 items/s
Processed 45024 | Known 931 | Unknown 44093/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45056 | Known 931 | Unknown 44125/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45088 | Known 931 | Unknown 44157/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45120 | Known 932 | Unknown 44188/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45152 | Known 932 | Unknown 44220/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45184 | Known 932 | Unknown 44252/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45216 | Known 932 | Unknown 44284/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45248 | Known 932 | Unknown 44316/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45280 | Known 934 | Unknown 44346/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45312 | Known 934 | Unknown 44378/50000 | Failure rate: 97.9% | 61.3 items/s
Processed 45344 | Known 935 | Unknown 44409/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45376 | Known 936 | Unknown 44440/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45408 | Known 936 | Unknown 44472/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45440 | Known 937 | Unknown 44503/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45472 | Known 938 | Unknown 44534/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45504 | Known 938 | Unknown 44566/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45536 | Known 939 | Unknown 44597/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45568 | Known 940 | Unknown 44628/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45600 | Known 940 | Unknown 44660/50000 | Failure rate: 97.9% | 61.2 items/s
Processed 45632 | Known 940 | Unknown 44692/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45664 | Known 940 | Unknown 44724/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45696 | Known 941 | Unknown 44755/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45728 | Known 941 | Unknown 44787/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45760 | Known 942 | Unknown 44818/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45792 | Known 942 | Unknown 44850/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45824 | Known 943 | Unknown 44881/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45856 | Known 943 | Unknown 44913/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45888 | Known 943 | Unknown 44945/50000 | Failure rate: 97.9% | 61.1 items/s
Processed 45920 | Known 943 | Unknown 44977/50000 | Failure rate: 97.9% | 61.0 items/s
Processed 45952 | Known 945 | Unknown 45007/50000 | Failure rate: 97.9% | 61.0 items/s
Processed 45984 | Known 945 | Unknown 45039/50000 | Failure rate: 97.9% | 61.0 items/s
Processed 46016 | Known 946 | Unknown 45070/50000 | Failure rate: 97.9% | 61.0 items/s
Processed 46048 | Known 946 | Unknown 45102/50000 | Failure rate: 97.9% | 61.0 items/s
Processed 46080 | Known 946 | Unknown 45134/50000 | Failure rate: 97.9% | 61.0 items/s
Processed 46112 | Known 947 | Unknown 45165/50000 | Failure rate: 97.9% | 61.0 items/s
